aggregate_key,entity_type,entity_id,name_en,name_ar,period_grain,period_start,period_end,metric_code,segment_type,segment_code,metric_value,observation_count,confidence,quality_flags,source_export_date,methodology_version
community:452:quarter:2026-07-01:median_rent_per_sqft:all:all,community,452,Al Hebiah Second,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,742.15,68,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2019-01-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,493.12,36,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2019-10-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,447.89,36,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2020-01-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,438.08,33,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2020-07-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,371.39,40,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2020-10-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,548.01,69,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2021-01-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,326.77,36,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2021-04-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,407.0,57,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2021-07-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,328.68,36,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2022-01-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,363.77,38,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2022-04-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,380.43,31,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2022-07-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,355.02,40,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2022-10-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,392.81,40,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2023-01-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,380.43,41,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2023-07-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,438.08,32,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2023-10-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,434.33,64,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2024-01-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,419.5,51,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2024-04-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,532.72,41,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2024-07-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,543.32,47,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2024-10-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,508.74,51,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2025-01-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,540.5,53,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2025-04-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,656.23,60,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2025-07-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,689.59,100,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2025-10-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,588.34,77,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2026-01-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,620.41,56,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2026-04-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,633.68,56,moderate,[],2026-09-08,dlx-aggregates-2
community:453:quarter:2026-07-01:median_rent_per_sqft:all:all,community,453,Saih Shuaib 2,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,691.19,44,moderate,[],2026-09-08,dlx-aggregates-2
community:455:quarter:2019-01-01:median_rent_per_sqft:all:all,community,455,Saih Shuaib 4,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,3854.7,41,moderate,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2019-01-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,515.48,303,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2019-04-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,520.83,286,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2019-07-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,505.94,304,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2019-10-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,512.3,376,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2020-01-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,464.39,312,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2020-04-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,449.43,237,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2020-07-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,423.5,320,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2020-10-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,447.04,493,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2021-01-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,429.45,456,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2021-04-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,430.66,453,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2021-07-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,450.05,493,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2021-10-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,429.45,424,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2022-01-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,440.27,408,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2022-04-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,450.94,359,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2022-07-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,462.21,424,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2022-10-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,470.81,502,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2023-01-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,470.68,415,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2023-04-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,490.52,419,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2023-07-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,506.65,479,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2023-10-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,520.39,472,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2024-01-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,531.4,480,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2024-04-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,536.48,451,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2024-07-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,564.13,487,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2024-10-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,591.09,469,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2025-01-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,574.11,406,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2025-04-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,594.07,426,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2025-07-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,604.38,482,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2025-10-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,632.91,462,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2026-01-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,654.35,382,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2026-04-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,607.15,307,higher,[],2026-09-08,dlx-aggregates-2
community:458:quarter:2026-07-01:median_rent_per_sqft:all:all,community,458,Dubai Investment Park First,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,615.2,256,higher,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2019-01-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,1218.46,254,higher,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2019-04-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,500.1,97,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2019-07-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,446.49,86,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2019-10-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,456.37,105,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2020-01-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,1227.27,221,higher,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2020-04-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,416.85,88,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2020-07-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,371.72,116,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2020-10-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,374.92,107,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2021-01-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,420.48,145,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2021-04-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,415.76,130,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2021-07-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,366.1,110,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2021-10-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,375.89,78,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2022-01-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,413.79,157,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2022-04-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,395.92,105,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2022-07-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,394.9,137,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2022-10-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,413.19,144,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2023-01-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,452.44,150,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2023-04-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,419.73,87,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2023-07-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,446.99,150,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2023-10-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,414.83,133,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2024-01-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,454.56,176,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2024-04-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,442.97,96,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2024-07-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,490.91,155,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2024-10-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,506.28,159,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2025-01-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,592.41,221,higher,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2025-04-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,521.26,96,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2025-07-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,582.01,161,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2025-10-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,584.59,146,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2026-01-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,637.98,166,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2026-04-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,547.97,84,moderate,[],2026-09-08,dlx-aggregates-2
community:459:quarter:2026-07-01:median_rent_per_sqft:all:all,community,459,Dubai Investment Park Second,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,487.51,84,moderate,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2020-04-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,323.03,30,moderate,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2020-07-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,313.95,313,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2020-10-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,322.45,273,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2021-01-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,314.25,201,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2021-04-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,335.99,195,moderate,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2021-07-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,330.72,321,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2021-10-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,337.2,301,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2022-01-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,340.72,253,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2022-04-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,351.94,237,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2022-07-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,362.76,429,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2022-10-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,382.06,526,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2023-01-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,444.88,640,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2023-04-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,485.08,510,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2023-07-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,459.95,665,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2023-10-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,514.27,696,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2024-01-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,557.29,873,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2024-04-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,618.67,697,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2024-07-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,641.15,870,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2024-10-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,648.84,803,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2025-01-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,689.58,934,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2025-04-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,684.4,977,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2025-07-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,704.53,1256,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2025-10-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,707.17,1157,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2026-01-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,740.86,1057,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2026-04-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,708.92,959,higher,[],2026-09-08,dlx-aggregates-2
community:462:quarter:2026-07-01:median_rent_per_sqft:all:all,community,462,Madinat Al Mataar,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,710.23,884,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2019-01-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,405.84,481,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2019-04-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,397.03,438,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2019-07-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,429.08,518,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2019-10-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,417.51,449,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2020-01-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,382.72,633,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2020-04-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,383.34,485,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2020-07-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,383.58,831,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2020-10-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,399.54,670,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2021-01-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,387.91,710,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2021-04-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,407.39,501,higher,[],2026-09-08,dlx-aggregates-2
community:463:quarter:2021-07-01:median_rent_per_sqft:all:all,community,463,Wadi Al Safa 7,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,420.8,832,higher,[],2026-09-08,dlx-aggregates-2
